,Unnamed: 0,2) How does it look different when you look at things with convex lenses compared to when you look at them with flat glass?,Unnamed: 0,", q50_enlarge, q50_backwards"
521,521,It looks more magnified.,521.0,"538,0,0539,1,0"
522,522,Flat glass looks wide and convex lens has light in one place,522.0,"540,1,1"
523,523,"If there is a fish in the fish tank, the fish will look big",523.0,"541,1,0"
524,524,I can see it from the side.,524.0,"542,0,1"
525,525,I can see it closer,525.0,"543,1,0"
526,526,Bigger.,526.0,"544,1,1"
527,527,It looks bigger.,527.0,"545,1,0"
528,528,Ah.,528.0,"546,1,0"
529,529,"If you look at an object near you, you will see it large and if you look at an object far away, you will see it as a vertical symmetry.",529.0,"547,1,1"
530,530,"If you look closer than the focus, it looks upside down, and if you look at it from a distance, it looks big.",530.0,"548,0,1"
531,531,"If you look at an object using a convex lens, it will look upside down, unlike when viewed in a flat glass. And it's thick in the middle, so it's going to look larger than it looks in the flat glass.",531.0,"549,0,1"
532,532,"A convex lens has the characteristic of collecting light, so light with the image of an object is collected and the object is enlarged as it passes through the convex lens.",532.0,"550,1,0"
533,533,"The size of things looks large. The part viewed through the middle of the lens is more expanded than the part viewed through the edge. If the distance is not appropriate, the image may look upside down.",533.0,"551,1,0"
534,534,It will look upside down,534.0,"552,1,1"
535,535,"In terms of flat glass, things look the same size, but in terms of convex lenses, things look large because they are enlarged.",535.0,"553,1,1"
536,536,"Because the middle part of the convex lens is thicker than the edge part, the light incident to the convex lens passes through the convex lens, and the light incident upward and downward is bent upward. In other words, unlike what you see as a flat glass with objects as they are, the material appears to be flipped upside down.",536.0,"554,1,0"
537,537,Things will look bigger because the middle is thicker than the edges,537.0,"555,1,0"
538,538,"A convex lens with a convex center causes the refraction of light reflected from an object. Light will cross and converge on the convex and a reversal of the phase will occur. At a close distance, the image will be enlarged, although the planar mirror will not change because it transmits light from the object without refraction, but the image will be inverted or enlarged because the convex mirror will refract.",538.0,"556,1,1"
539,539,"The light coming from across the convex lens gathers, so you can see the object bigger.",539.0,"557,1,0"
540,540,"Flat glass makes things appear to be changed only from side to side as they are, but if you look at things with convex lenses, you will see things smaller in size and upside down.",540.0,"558,1,1"
541,541,It looks bigger upside down,541.0,"559,1,0"
542,542,"Based on the focus, objects close to the lens appear large and straight, and objects in the distance appear small and upside down.",542.0,"560,1,0"
543,543,I don't remember anything except that it changed in size,543.0,"561,0,0"
544,544,"When viewed with a convex lens, it looks larger than that of a plane glass, and the image is turned upside down.",544.0,"562,1,0"
545,545,"An object in the focal point of a convex lens is larger than the actual object size and always straight, and an object outside the focal point is smaller or larger than the actual object size depending on the distance of the lens, and always looks upside down.",545.0,"563,1,0"
546,546,"If you look at things through flat glass, it seems to be established regardless of the distance between the glass and the object. However, if you look at objects through convex lenses, it looks like an establishment when they are located closer to the focal point, but if they are located farther away from the focal point, it looks like an upside down.",546.0,"564,0,0"
547,547,"Because convex lenses refract light, they distort the image. Since convex lenses have the property of collecting light, object images observed through light are also collected. Therefore, it is possible to observe a smaller image than the plane glass through which light is transmitted constantly.",547.0,"565,0,0"
548,548,"The plane glass does not differ much from the actual object through the plane glass because light just passes through it or refracts very little. However, if you look through a convex lens, there is a difference between the actual size of the object and the size of the image of the object through the lens because the light is bent toward the center, so the object is enlarged.",548.0,"566,1,0"
549,549,"In flat glass, light passes through just a straight line, but convex lenses have the property of collecting light into one place. Therefore, when looking at objects with flat glass, things look real, but when looking at convex lenses, things look larger because more light reflected from objects enters our eyes than when viewed with flat glass.",549.0,"567,0,0"
550,550,"Depending on the location of the object, the way it is viewed with flat glass and the way it is viewed using convex lenses varies. When an object is near, the focus is close to the lens and it seems to be enlarged compared to what is viewed as a flat glass. However, if an object is located far away, the focus will be far away from the lens, so if it is seen straight from the plane glass, it will look upside down from the convex lens.",550.0,"568,1,0569,1,0"
551,551,"If you look at an object through a flat glass, you will see it simply in a state where the left and right are switched. However, if you look at an object through a convex lens, it will look small and upside down when the object is far away, and if it is close, you will see an enlarged image of the object itself.",551.0,"570,1,0"
552,552,"Convex lenses have the property of refracting and collecting light. Thanks to this, you can see the image of the object in more detail and cleanly. On the other hand, flat glass looks a little blurry compared to convex lenses because light is not refracted and just goes straight.",552.0,"571,1,0"
553,553,I think it will be seen closer.,553.0,"572,1,0"
554,554,"It looks big. If you adjust the image, it might look upside down. It may look right",554.0,"573,1,0"
555,555,It's enlarged and the top and bottom look the opposite,555.0,"574,1,0"
556,556,The nearest one is the opposite of the far one,556.0,"575,0,0"
557,557,It looks like zooming in and the image is reversed.,557.0,"576,1,0"
558,558,It will be seen closer.,558.0,"577,1,0"
559,559,in a lump,559.0,"578,1,0"
560,560,It looks bigger,560.0,"579,0,0"
561,561,Looks bigger,561.0,"580,1,0"
562,562,"It would look like a convex lens, right?",562.0,"581,0,0"
563,563,"Zoom in. No, the award changes",563.0,"582,1,0"
564,564,It looks convex.,564.0,"583,1,0"
565,565,look slim,565.0,"584,1,0"
566,566,Looks bigger.,566.0,"585,1,0"
567,567,It looks relatively close.,567.0,"586,1,0"
568,568,It looks big,568.0,"587,0,0"
569,569,It's zoomed in and there's,569.0,"588,1,0"
570,570,It will be seen more widely,570.0,"589,1,0"
571,571,It looks great,571.0,"590,1,0"
572,572,look wide,572.0,"591,1,1"
573,573,I don't know.,573.0,"592,1,0"
574,574,It looks a bit round,574.0,"593,1,0"
575,575,Bigger.,575.0,"594,1,0"
576,576,It looks enlarged.,576.0,"595,1,0"
577,577,Things look bent.,577.0,"596,0,0"
578,578,You can see objects bigger.,578.0,"597,0,0"
579,579,It looks three-dimensional,579.0,"598,1,0599,0,0"
580,580,Looks more convex,580.0,"600,0,0"
581,581,You will be able to see specific parts intensively.,581.0,"601,0,0"
582,582,"When you look at the convex lens, things look bigger and longer.",582.0,"602,0,0"
583,583,It looks big,583.0,"603,0,0"
584,584,It looks more magnified,584.0,"604,1,0"
585,585,Reflecting the light will make it look different from what the flat glass shows.,585.0,"605,1,0"
586,586,It looks upside down and enlarged,586.0,"606,1,0"
587,587,It's upside down,587.0,"607,1,0"
588,588,It looks great,588.0,"608,1,0"
589,589,It looks big or upside down.,589.0,"609,1,0"
590,590,It looks bigger.,590.0,"610,1,1"
591,591,"The central object looks wide in all directions, and the object at the edge looks narrow and short.",591.0,"611,0,0"
592,592,Bigger.,592.0,"612,1,0"
593,593,Looks biggerSignificantly,593.0,"613,1,0"
594,594,I don't know,594.0,"614,1,0"
595,595,It looks enlarged.,595.0,"615,0,0"
596,596,Our science teacher looks pretty,596.0,"616,1,1"
597,597,The other thing is,597.0,"617,0,0"
598,598,Don't know,598.0,"618,0,0"
599,599,It looks small,599.0,"619,1,0"
600,600,I don't know.,600.0,"620,1,0"
601,601,look enlarged,601.0,"621,1,0"
602,602,You look fat,602.0,"622,1,1"
603,603,It looks big,603.0,"623,1,1"
604,604,It looks great,604.0,"624,0,0"
605,605,Bigger.,605.0,"625,1,0"
606,606,Looks bigger.,606.0,"626,0,0"
607,607,"""When viewed closely, things are enlarged in the convex area",607.0,"627,1,0"
608,608,"From a distance, things look like standing on their hands.""",608.0,"628,1,0629,1,0"
609,609,It looks like it',609.0,"630,1,1"
610,610,It will look big,610.0,"631,1,0"
611,611,"The image looks enlarged as it changes up, down, left and right.",611.0,"632,1,0"
612,612,It looks enlarged.,612.0,"633,1,1"
613,613,I don't know.,613.0,"634,1,0"
614,614,It looks big when viewed closely and upside down when viewed from afar.,614.0,"635,0,0"
615,615,It will look refracted.,615.0,"636,1,0"
616,616,I'm not sure.,616.0,"637,1,0"
617,617,Expansion,617.0,"638,1,0"
618,618,The middle looks enlarged.,618.0,"639,1,0"
619,619,It looks great,619.0,"640,0,0"
620,620,"If you look at something close, it looks enlarged, and if you look far, it looks upside down.",620.0,"641,1,0"
621,621,"If you look at the lens closely, it looks big. If you look far away from the lens, the top and bottom look reversed.",621.0,"642,0,1"
622,622,The statue is upside down.,622.0,"643,1,0"
623,623,It looks big,623.0,"644,1,0"
624,624,Let's see. Sexy,624.0,"645,0,0"
625,625,Things look closer together.,625.0,"646,1,0"
626,626,"It looks upside down, it looks big.",626.0,"647,0,0"
627,627,It looks big,627.0,"648,1,1"
628,628,Close objects look large and clear and distant objects look upside down.,628.0,"649,0,0"
629,629,It looks enlarged.,629.0,"650,0,0"
630,630,It looks great,630.0,"651,0,0"
631,631,"If the distance is far from the object, the up-and-down reversal occurs, and if the distance is close, it seems to be enlarged.",631.0,"652,0,0"
632,632,It looks bigger and more straight,632.0,"653,1,0"
633,633,It looks smaller.,633.0,"654,0,0"
634,634,It will look a little bigger.,634.0,"655,1,0"
635,635,Bigger.,635.0,"656,1,0"
636,636,"If you look at the convex lens, it looks big and straight",636.0,"657,1,0"
637,637,Things look bigger.,637.0,"658,1,1659,0,0"
638,638,I think it'll look blurry,638.0,"660,1,0"
639,639,It looks big and clear,639.0,"661,0,0"
640,640,"If you look far away, it looks upside down and it looks big",640.0,"662,1,0"
641,641,It looks bigger than it really is.,641.0,"663,1,0"
642,642,Things in the vicinity look bigger and things in the distance look blurry.,642.0,"664,1,0"
643,643,It looks blurry,643.0,"665,1,0"
644,644,The image looks enlarged,644.0,"666,1,0"
645,645,It looks big.,645.0,"667,0,0"
646,646,"In flat glass, things always look the same regardless of the distance, but when you use a double-green lens, things look bigger when viewed closely, but when viewed from a distance, the top, bottom, left, and right are reversed.",646.0,"668,0,0"
647,647,What is far away can be seen close.,647.0,"669,0,0"
648,648,I can see things in the distance more closely than regular magnifying glass.,648.0,"670,1,0"
649,649,It looks distorted.,649.0,"671,0,0"
650,650,It looks blurry,650.0,"672,0,0"
651,651,"If you look at the convex lens, it will look bigger than the flat glass",651.0,"673,1,0"
652,652,It's clear and clear,652.0,"674,0,0"
653,653,It looks big and straight.,653.0,"675,0,0"
654,654,The object looks big.,654.0,"676,1,1"
655,655,It looks big.,655.0,"677,0,0"
656,656,Things look bigger or upside down,656.0,"678,1,0"
657,657,"If you dare to look into Princess Park Geun-hye's face through the convex lens, you can see a more intense light than seeing it with flat glass.",657.0,"679,0,0"
658,658,Things are closer and clearer,658.0,"680,1,0"
659,659,It will look small and straight.,659.0,"681,1,0"
660,660,It looks like it's close,660.0,"682,0,0"
661,661,It looks big.,661.0,"683,1,0"
662,662,It looks great,662.0,"684,0,0"
663,663,It looks like it's seen closer.,663.0,"685,1,0"
664,664,"If you look at objects using convex lenses, the image looks bigger.",664.0,"686,0,0"
665,665,one's wife,665.0,"687,1,0"
666,666,It looks upside down.,666.0,"688,0,0689,1,1"
667,667,Thickness,667.0,"690,1,0"
668,668,It looks convex,668.0,"691,1,0"
669,669,curving,669.0,"692,1,0"
670,670,It looks small,670.0,"693,0,0"
671,671,It looks great,671.0,"694,1,0"
672,672,look bent,672.0,"695,1,0"
673,673,Don't know,673.0,"696,1,0"
674,674,It looks big or it looks like it's up and down and down,674.0,"697,1,0"
675,675,It looks small,675.0,"698,1,0"
676,676,Looks convex,676.0,"699,1,0"
677,677,the opposite sex,677.0,"700,1,0"
678,678,It looks close,678.0,"701,1,0"
679,679,It's getting bigger,679.0,"702,1,0"
680,680,It looks upside down,680.0,"703,1,0"
681,681,I think we'll see each other more closely,681.0,"704,1,1"
682,682,Because the lens is convex.,682.0,"705,1,0"
683,683,It looks closer.,683.0,"706,1,0"
684,684,The light is refracted,684.0,"707,1,0"
685,685,The closer one looks bigger,685.0,"708,1,0"
686,686,It looks like an up and down twist.,686.0,"709,1,0"
687,687,"""It looks bigger, but the farther away you are,",687.0,"710,0,0"
688,688,"""The top and bottom of the table change""",688.0,"711,0,1"
689,689,It will look bigger.,689.0,"712,0,0"
690,690,Significantly,690.0,"713,0,0"
691,691,The convex lens looks big because it shines things into one place,691.0,"714,1,0"
692,692,"I don't know.If you look at the convex lens, it looks bigger.",692.0,"715,1,0"
693,693,It looks great,693.0,"716,1,1"
694,694,I think it'll look good and round,694.0,"717,0,0"
695,695,It looks literally spectacular.,695.0,"718,1,0719,1,0"
696,696,I can see it close.,696.0,"720,0,1"
697,697,You'll be able to see people close to you.Right? I've never done it.,697.0,"721,1,0"
698,698,Bigger.,698.0,"722,1,0"
699,699,Bigger.,699.0,"723,1,0"
700,700,Bigger.,700.0,"724,1,0"
701,701,Things will look bigger than flat glass.,701.0,"725,1,0"
702,702,"It looks bigger when viewed closely, and smaller upside down when viewed from afar.",702.0,"726,1,0"
703,703,Bigger.,703.0,"727,0,0"
704,704,It looks much more detailed and close,704.0,"728,1,0"
705,705,The middle looks bigger,705.0,"729,0,0"
706,706,It looks bigger in the middle,706.0,"730,1,0"
707,707,It looks bigger and round.,707.0,"731,0,0"
708,708,You can see objects closer to you,708.0,"732,1,0"
709,709,"If you look closely, you can see it well. If you look from afar, you can see it upside down",709.0,"733,0,0"
710,710,I can see it from a bend.,710.0,"734,0,0"
711,711,The object near you is more clearly visible.,711.0,"735,0,0"
712,712,It looks closer.,712.0,"736,1,0"
713,713,"It's the same whether you look at it with your bare eyes or with flat glass, but if you look through a convex lens, the object looks a little bigger. An example is being used in the primitive.",713.0,"737,1,0"
714,714,An object looks big when viewed closely and small when viewed from afar,714.0,"738,1,1"
715,715,The focus is on you,715.0,"739,0,0"
716,716,An object is seen close by,716.0,"740,1,0"
717,717,be shown in magnification,717.0,"741,0,0"
718,718,"I can't see far away, I can see backwards, but I can see near.",718.0,"742,0,0"
719,719,It looks big.,719.0,"743,0,0"
720,720,It looks great,720.0,"744,0,0"
721,721,It looks great,721.0,"745,1,0"
722,722,to look more convex and closer,722.0,"746,1,0"
723,723,Things look big,723.0,"747,1,1"
724,724,Things look big,724.0,"748,0,0749,1,0"
725,725,I don't know.,725.0,"750,1,0"
726,726,in a convex way,726.0,"751,1,0"
727,727,I don't know.,727.0,"752,1,0"
728,728,Bigger.,728.0,"753,0,0"
729,729,It looks small and upside down,729.0,"754,1,0"
730,730,The object looks big,730.0,"755,0,0"
731,731,It looks bent.,731.0,"756,1,0"
732,732,It looks bent.,732.0,"757,1,0"
733,733,The table looks upside down.,733.0,"758,1,0"
734,734,Bigger.,734.0,"759,1,0"
735,735,look enlarged,735.0,"760,1,0"
736,736,"If it's close, it looks enlarged, and if it's far, the statue looks upside down",736.0,"761,1,0"
737,737,Things look upside down.,737.0,"762,1,0"
738,738,You can see it in detail when you focus on one place and observe it.,738.0,"763,1,0"
739,739,It looks different depending on the time,739.0,"764,1,0"
740,740,I don't know,740.0,"765,1,0"
741,741,I don't know.,741.0,"766,1,1"
742,742,I don't know.,742.0,"767,1,0"
743,743,It looks big,743.0,"768,1,0"
744,744,It looks great,744.0,"769,1,1"
745,745,It looks big or upside down,745.0,"770,1,1"
746,746,I can see it well,746.0,"771,0,0"
747,747,It looks big,747.0,"772,1,0"
748,748,in a convex way,748.0,"773,0,1"
749,749,It's convex,749.0,"774,1,0"
750,750,It looks great,750.0,"775,0,0"
751,751,a crowd of people,751.0,"776,1,0"
752,752,It looks big and upside down,752.0,"777,1,0"
753,753,Yes,753.0,"778,0,0779,0,0"
754,754,It looks more enlarged and has a wider range than a flat mirror.,754.0,"780,0,0"
755,755,Bigger.,755.0,"781,0,0"
756,756,Bigger.,756.0,"782,0,0"
757,757,"It'll look convex, right?",757.0,"783,1,0"
758,758,The middle will look big,758.0,"784,0,0"
759,759,It looks bigger,759.0,"785,0,0"
760,760,Seen enlarged,760.0,"786,0,0"
761,761,Bigger.,761.0,"787,1,1"
762,762,It looks greatly enlarged because the light is collected.,762.0,"788,1,0"
763,763,It looks big.,763.0,"789,0,0"
764,764,"It looks big, but if you look too far, it turns upside down.",764.0,"790,0,0"
765,765,It looks big.,765.0,"791,1,0"
766,766,The nearby object looks enlarged.,766.0,"792,0,0"
767,767,"Close objects look large, far objects look small and upside down.",767.0,"793,1,1"
768,768,"Objects closer to the focal point are seen as large and correct, and distant objects are small and flipped",768.0,"794,0,0"
769,769,The object looks small and distant. It looks upside down.,769.0,"795,1,1"
770,770,It looks big.,770.0,"796,0,0"
771,771,It may look upside down.,771.0,"797,0,0"
772,772,It looks big.,772.0,"798,1,1"
773,773,It looks smaller.,773.0,"799,0,0"
774,774,Being close looks bigger.,774.0,"800,1,0"
775,775,It looks big.,775.0,"801,1,0"
776,776,The object looks different depending on the position of the eye.,776.0,"802,0,0"
777,777,Blurred appearance,777.0,"803,0,0"
778,778,I don't understand.,778.0,"804,1,0"
779,779,"The left and right, as well as the top and bottom, look upside down.",779.0,"805,1,0"
780,780,See together.,780.0,"806,1,0"
781,781,It looks big,781.0,"807,0,0"
782,782,Looks small,782.0,"808,0,0809,0,0"
783,783,I don't know.,783.0,"810,1,0"
784,784,See together.,784.0,"811,0,0"
785,785,"Close objects will look big, and distant objects will look small and upside down.",785.0,"812,1,0"
786,786,It looks convex.,786.0,"813,1,0"
787,787,It looks small.,787.0,"814,1,0"
788,788,"It seems to be divided into establishment, provincial, de facto, and imaginary according to the distance.",788.0,"815,0,0"
789,789,The object looks big.,789.0,"816,0,0"
790,790,I don't know.,790.0,"817,1,1"
791,791,The inside of the focus looks bigger and the outside looks upside down.It looks relatively small.,791.0,"818,1,0"
792,792,"At some close distance (in terms of focus), the object appears enlarged, and at a long distance, the object appears inverted",792.0,"819,1,0"
793,793,ㅗ,793.0,"820,0,0"
794,794,I don't know.,794.0,"821,0,0"
795,795,It looks big when viewed closely and small upside down when viewed from a distance.,795.0,"822,1,0"
796,796,Reflected appearance,796.0,"823,0,0"
797,797,Bigger.,797.0,"824,0,1"
798,798,I see an enlarged image,798.0,"825,1,0"
799,799,"""If the focal length of a convex lens is f, the radius of curvature of each side of the lens is R1 and R2 and the refractive index of the material used as a lens is n, the relationship for f, R1, R2 and n satisfies the following:",799.0,"826,1,0"
800,800,(n-1)(1/R1-1/R2)=1/f,800.0,"827,1,0"
801,801,"To know how an object looks through the lens, you can find out where the light from any point of the object forms when it passes through the lens. For thin lenses, refraction of light in the lens is negligible. Therefore, the position of the image can be determined in a simple manner, and the position where the image is formed can be easily found by light tracking. Although light is reflected in all directions at all points of an object, in order to determine the image produced by the lens, we determine the position and type of the image formed by tracing only the three light from the most end points of the object (arrow).",801.0,"828,0,0"
802,802,"(1) When light from an object is incident parallel to the optical axis of the lens, it is refracted to pass the focal point f′ of the lens.",802.0,"829,1,0"
803,803,(2) Light passing through the focal point f of the lens is refracted in parallel to the optical axis of the lens.,803.0,"830,0,0"
804,804,(3) Light passing through the center of the lens is incident perpendicular to the lens surface and thus is not refracted. So just go straight.,804.0,"831,0,0"
805,805,"In the case of a convex lens, the type and size of the image generated vary depending on the position (s) of the object.",805.0,"832,0,0"
806,806,convex lens and light improvement,806.0,"833,1,0"
807,807,s>2f : Shrinking size of the actual figure,807.0,"834,0,0"
808,808,s=2f : Same size drawing actual condition,808.0,"835,1,0"
809,809,f<s<2f: The actual condition of the enlarged size of a drawing,809.0,"836,0,0"
810,810,s=f : no phase occurs.,810.0,"837,0,0"
811,811,s<f : Established virtual image of magnified size,811.0,"838,1,0839,0,0"
812,812,"Standing upside down, it's an image that forms below the optical axis",812.0,"840,1,0"
813,813,"Standing upright, it means an image on an optical axis",813.0,"841,1,0"
814,814,Fact: When the light refracted by the lens actually meets and causes an image,814.0,"842,1,0"
815,815,"Imagination: Light refracted by a lens does not actually meet, but the extension lines of the refracted light meet at any point, resulting in an image",815.0,"843,1,0"
816,816,The position where the image actually occurs can be used using the formula of the lens.,816.0,"844,1,0"
817,817,1/s+1/s'=1/f,817.0,"845,1,1"
818,818,"Here, s denotes the distance between the object and the lens, and s′ denotes the distance between the lens and the image.""",818.0,"846,0,0"
819,819,"In convex lenses, things look different depending on the location. If you look at objects with flat glass, you can see an established illusion with the same size. However, in the case of the convex lens, depending on the position of the object, a reduced inverted image, a rounded image with the same size, a enlarged inverted image, no image, and a magnified virtual image may be shown.Therefore, it is not the same case in terms of flat glass.",819.0,"847,1,0"
820,820,"Because light is refracted into the eye, it looks bigger than the original material.",820.0,"848,1,1"
821,821,Looks big,821.0,"849,1,0"
822,822,The material looks big. This is because convex lenses refract light and distort its substance.,822.0,"850,0,0"
823,823,"It looks different depending on the distance between the focus and the object. It may be less, but it is omitted because there is not enough time.",823.0,"851,0,0"
824,824,It looks smaller with a convex lens.,824.0,"852,1,0"
825,825,I don't know.,825.0,"853,1,0"
826,826,It will look big. You can tell by the path of light.,826.0,"854,0,0"
827,827,"Usually, when an object is viewed as a flat glass, it appears to be the same size as an object and standing upright. However, when you look at an object using a convex lens, if you look at it from a close distance, it looks like an upside-down image. On the other hand, if you look at an object from a distance, it looks like a standing image, but it looks like a larger image than the original object.",827.0,"855,0,0"
828,828,"When you look at an object with a convex lens, the image formed by the light reflected from the object creates a larger image than the object under the focus, so when you look at the object with a convex lens, it looks larger than the actual size.",828.0,"856,1,1"
829,829,"The path through which light passes, as light is refracted, a larger image is formed.",829.0,"857,0,0"
830,830,"If you look at an object using a convex lens, you can see the object larger than using a flat glass.",830.0,"858,0,0"
831,831,a shortage of time,831.0,"859,1,0"
832,832,Of course it's different because convex lenses refract light] It looks different,832.0,"860,1,0"
833,833,It looks bigger and looks upside down when it's out of a certain range.,833.0,"861,0,0"
834,834,"Smaller areas can be viewed larger than flat glass, which narrows the field of view, but makes the object appear larger.",834.0,"862,1,0"
835,835,It's slightly getting bigger.,835.0,"863,1,0"
836,836,I'm sorry.,836.0,"864,1,1"
837,837,...,837.0,"865,1,0"
838,838,Bigger.,838.0,"866,1,0"
839,839,It looks small,839.0,"867,0,0"
840,840,You can see it backwards from a distance,840.0,"868,0,0869,1,0"
841,841,It looks big.,841.0,"870,1,0"
842,842,It looks big.,842.0,"871,1,0"
843,843,Things look big.,843.0,"872,1,0"
844,844,All right.,844.0,"873,0,0"
845,845,The object looks big.,845.0,"874,0,0"
846,846,I don't know,846.0,"875,1,0"
847,847,M and D,847.0,"876,1,1"
848,848,It looks small.,848.0,"877,0,0"
849,849,It looks great,849.0,"878,0,0"
850,850,It looks smaller,850.0,"879,1,0"
851,851,Things look big.,851.0,"880,0,0"
852,852,I don't know.,852.0,"881,0,0"
853,853,.,853.0,"882,1,0"
854,854,It looks big on the side,854.0,"883,1,0"
855,855,It looks smaller,855.0,"884,1,0"
856,856,It looks big and close,856.0,"885,0,0"
857,857,Other things look big,857.0,"886,1,0"
858,858,It looks big and close.,858.0,"887,0,1"
859,859,The statue is big and looks upside down,859.0,"888,0,0"
860,860,It's big and bent,860.0,"889,1,0"
861,861,It looks big and upside down,861.0,"890,1,0"
862,862,Significantly,862.0,"891,1,0"
863,863,It looks big,863.0,"892,1,1"
864,864,It looks big up close and upside down from afar,864.0,"893,1,0"
865,865,I can see it better,865.0,"894,0,0"
866,866,I don't know if it looks hot,866.0,"895,1,0"
867,867,I don't know.,867.0,"896,0,1"
868,868,It looks bigger than it looks with flat glass.,868.0,"897,0,1"
869,869,It looks bigger and clearer,869.0,"898,1,0899,0,0"
870,870,I don't know.,870.0,"900,1,0"
871,871,It looks like a crab,871.0,"901,0,0"
872,872,It looks big when it's close and upside down when it's far away.,872.0,"902,1,0"
873,873,It looks small,873.0,"903,0,0"
874,874,I don't know.,874.0,"904,1,1"
875,875,Looks bigger.,875.0,"905,1,0"
876,876,The thing looks bigger and clearer,876.0,"906,1,0"
877,877,..............,877.0,"907,1,0"
878,878,It looks convex,878.0,"908,0,0"
879,879,It looks more convex,879.0,"909,0,1"
880,880,It looks big or the other way around,880.0,"910,1,0"
881,881,It looks big.,881.0,"911,0,0"
882,882,It looks enlarged.,882.0,"912,0,0"
883,883,I don't know.,883.0,"913,1,0"
884,884,I don't know.,884.0,"914,1,0"
885,885,It looks great,885.0,"915,1,0"
886,886,Things look bigger.,886.0,"916,1,0"
887,887,The image of the object is large and looks like honey.,887.0,"917,1,0"
888,888,It looks great,888.0,"918,1,0"
889,889,upside down,889.0,"919,1,0"
890,890,It's upside downThe convex lens looks big,890.0,"920,0,1"
891,891,"It looks small from a distance, and big from a close distance.",891.0,"921,1,0"
892,892,It looks upside down.,892.0,"922,1,0"
893,893,It's upside down,893.0,"923,1,0"
894,894,Things look bigger because they act as magnifiers,894.0,"924,1,0"
895,895,The planar glass is visible and the convex lens has a shorter focus than it looks.,895.0,"925,1,0"
896,896,It will look backwards,896.0,"926,1,0"
897,897,Make it look bigger and round?can see,897.0,"927,1,0"
898,898,It looks great,898.0,"928,1,0929,1,0"
899,899,It looks great,899.0,"930,1,0"
900,900,The world looks a little messy,900.0,"931,1,0"
901,901,You'll be able to see it well near you,901.0,"932,1,1"
902,902,It looks upside down or right.,902.0,"933,1,0"
903,903,"When you look at things using convex lenses, they look backwards, unlike when you look at them with flat glass",903.0,"934,1,0"
904,904,It looks great,904.0,"935,1,0"
905,905,Things look bigger and clearer,905.0,"936,0,0"
906,906,Things look bigger.,906.0,"937,0,0"
907,907,"Things look bigger and more straight. (From a distance, you can see it backwards.)",907.0,"938,0,0"
908,908,It looks upside down. It looks big.,908.0,"939,0,0"
909,909,It looks upside down.,909.0,"940,1,0"
910,910,The convex lens looks bigger.,910.0,"941,1,0"
911,911,What's far away is likely to look backwards.,911.0,"942,1,0"
912,912,What is far away looks backwards. And it looks closer.,912.0,"943,1,0"
913,913,"The convex lens looks large and straight, but the flat glass is not large",913.0,"944,1,0"
914,914,"It has the property of refracting light, so it seems to be seen backwards.",914.0,"945,1,0"
915,915,Big and straight,915.0,"946,0,0"
916,916,Opposition,916.0,"947,0,0"
917,917,I can see it clearly,917.0,"948,0,0"
918,918,:(,918.0,"949,0,0"
919,919,Looks bigger or upside down,919.0,"950,1,0"
920,920,It looks big upside down.,920.0,"951,1,0"
921,921,It looks great,921.0,"952,0,0"
922,922,It looks great,922.0,"953,0,0"
923,923,Convex lenses are lenses and flat glass is glass,923.0,"954,0,0"
924,924,"From afar to upside down, from up close, from afar",924.0,"955,1,0"
925,925,It looks more detailed.,925.0,"956,1,0"
926,926,It looks upside down,926.0,"957,0,0"
927,927,It's refracting,927.0,"958,1,0959,1,0"
928,928,It looks big and straight.,928.0,"960,1,0"
929,929,It looks convex,929.0,"961,0,0"
930,930,Looks big,930.0,"962,1,0"
931,931,"""",931.0,"963,1,1"
932,932,"""It looks bigger""",932.0,"964,1,0"
933,933,It looks bigger than it really is.,933.0,"965,0,0"
934,934,It looks a little bigger than it really is.,934.0,"966,1,0"
935,935,Bigger.,935.0,"967,1,1"
936,936,"If you're one arm away, you'll see it backwards.",936.0,"968,1,0"
937,937,Looks big,937.0,"969,1,0"
938,938,I can see it better,938.0,"970,0,0"
939,939,I can see it closer.,939.0,"971,0,0"
940,940,I can see it zoomed in.,940.0,"972,0,0"
941,941,You look fat,941.0,"973,1,1"
942,942,It looks closer.,942.0,"974,1,0"
943,943,The object looks bigger than usual,943.0,"975,0,0"
944,944,"If you look at things using convex lenses, things look a little bigger.",944.0,"976,0,0"
945,945,It looks convex. It looks big,945.0,"977,0,0"
946,946,The convex lens looks big,946.0,"978,1,0"
947,947,It looks big,947.0,"979,1,0"
948,948,It looks big or small,948.0,"980,0,0"
949,949,It looks bigger with a convex lens,949.0,"981,0,0"
950,950,It looks much more detailed than it looks in flat glass.  It looks bigger and shows an enlarged object.,950.0,"982,0,0"
951,951,It refracts light to make it more visible than regular glass.,951.0,"983,0,0"
952,952,"If you look at the convex lens, you can see the plane glass far away and not well.",952.0,"984,0,0"
953,953,.,953.0,"985,0,0"
954,954,I don't know,954.0,"986,1,0"
955,955,.,955.0,"987,0,0"
956,956,I think it will look round,956.0,"988,0,0989,0,0"
957,957,Bigger.,957.0,"990,0,0"
958,958,Things look enlarged,958.0,"991,0,0"
959,959,It looks great,959.0,"992,0,0"
960,960,"""If you use a block lens to look at things, you can see them in a flat glass",960.0,"993,1,0"
961,961,"It will look bigger.""",961.0,"994,1,0"
962,962,It looks round and big,962.0,"995,0,0"
