,Unnamed: 0,"3. Shipyards that build and repair huge ships must drag the repaired ships back to the sea. But the ship is too heavy to move easily. At this time, it can be easily moved by filling the boat with water. What principle did you use to move a ship by filling it with water? Describe the force that floats an object.",Unnamed: 0,", q58_Bootage, q58_Light"
392,392,"Water has a buoyancy force that floats other objects. Therefore, if water is filled around the ship, buoyancy will float the ship on the water and it will be much easier to move the ship.",392.0,"405,0,0"
393,393,"When water is filled around the ship, buoyancy, which is the force to float the ship, floats the object.",393.0,"406,1,0"
394,394,I think it's because of buoyancy. This is because the frictional force between the object and the water is smaller than that on the ground.,394.0,"407,1,0"
395,395,"When water is filled around the boat, the boat floats due to buoyancy, so the boat can be easily moved.The larger the volume of submerged objects, the greater the buoyancy.""",395.0,"408,0,0"
396,396,"If you fill the boat with water, it becomes heavy and buoyancy increases, so you can move the boat",396.0,"409,1,0"
397,397,The force by which a buoyant liquid or gas pushes an object up,397.0,"410,1,0"
398,398,"Buoyancy. A ship full of luggage is submerged more than an empty ship, so buoyancy acts more.This is because ships float under buoyancy.",398.0,"411,0,0"
399,399,This is because floating a water splash acts on buoyancy and is lighter.,399.0,"412,1,0"
400,400,"The greater the volume of a submerged object, the greater the buoyancy",400.0,"413,1,0"
401,401,be buoyant,401.0,"414,0,0"
402,402,"When the water is filled, a force called buoyancy will act and the boat will float easily.",402.0,"415,0,0"
403,403,the use of buoyancy,403.0,"416,0,0"
404,404,The force by which a liquid or gas pushes up an object,404.0,"417,1,0"
405,405,"If you're on the water, the boat floats?",405.0,"418,1,0419,1,0"
406,406,The water is strong,406.0,"420,1,0"
407,407,It's like using waves to make it float,407.0,"421,1,0"
408,408,"It's using buoyancy. A ship has a greater buoyancy than gravity, so it can float in water.",408.0,"422,1,0"
409,409,"It utilizes buoyancy, which is the force to float objects.",409.0,"423,1,0"
410,410,buoyancy,410.0,"424,1,0"
411,411,buoyancy,411.0,"425,1,0"
412,412,The lake or river that should be connected to the sea?,412.0,"426,0,0"
413,413,using buoyancy,413.0,"427,1,0"
414,414,Buoyancy: Something floating in the water,414.0,"428,1,0"
415,415,"If water is not added around the ship, the buoyancy does not work and subsides, but if it is put around the ship, the buoyancy that floats in the water occurs and can be lifted",415.0,"429,1,0"
416,416,A ship can move through water because it can easily move if there is a lot of water around it.,416.0,"430,1,0"
417,417,"Using buoyancy, a phenomenon that floats on water",417.0,"431,1,0"
418,418,be an example of buoyancy,418.0,"432,1,0"
419,419,"Buoyancy / A boat with water is more submerged in water than a boat without water, so buoyancy acts more.",419.0,"433,1,0"
420,420,"The principle of air,",420.0,"434,1,0"
421,421,"An example of buoyancy. When water is added, the ship floats due to buoyancy, and resistance forces such as friction force are reduced, making it easier to move.",421.0,"435,0,0"
422,422,"Buoyancy is the force that a liquid or gas pushes an object up, and using this force, if water is filled around the ship, the ship becomes lighter and can be dragged to the sea.",422.0,"436,1,0"
423,423,"It uses buoyancy, which is the force that a liquid or gas pushes an object up.",423.0,"437,0,0"
424,424,"This force acts upward, opposite to gravity, so it can be easily transferred using water when moving a ship.""",424.0,"438,1,0"
425,425,It's because the bottom of the stomach becomes softer when you fill it with water,425.0,"439,1,0"
426,426,buoyancy,426.0,"440,1,0"
427,427,It's using buoyancy.,427.0,"441,1,0"
428,428,buoyancy,428.0,"442,1,0"
429,429,It's using gravity.,429.0,"443,1,0"
430,430,"It's hard to move to the sea because of the ship's frictional force, so if you float the ship with buoyancy, it moves easily",430.0,"444,1,0"
431,431,It's using the buoyancy that the ship,431.0,"445,0,0"
432,432,Spraying water reduces friction and makes it easier to move,432.0,"446,1,0"
433,433,"The principle of buoyancy, which is the force to float objects, was used.",433.0,"447,0,0"
434,434,The force acting in water is buoyancy.,434.0,"448,0,0449,1,0"
435,435,the buoyancy of a ship's float,435.0,"450,1,0"
436,436,Spraying water reduces friction and makes it easier to move,436.0,"451,0,0"
437,437,"Buoyancy is the force that floats objects on water, so moving a boat by filling it with water around it is using buoyancy.",437.0,"452,0,0"
438,438,"Buoyancy and water push up a submerged boat and make it light, so if you fill it with water around the boat, it can be easily dragged.",438.0,"453,1,0"
439,439,"Buoyancy, the reason why it is difficult to drag a ship on the floor and move it to the sea is because it weighs a lot and has a lot of friction.",439.0,"454,1,0"
440,440,"Therefore, in order to fill the water, it is easy to move the ship to the sea because the boat floats in the water due to buoyancy.""",440.0,"455,1,0"
441,441,Filling the water makes the boat float up and easy to move.,441.0,"456,1,0"
442,442,It's the principle of buoyancy,442.0,"457,1,0"
443,443,"The friction force is small, so it moves forward well.",443.0,"458,1,0"
444,444,"A ship is designed to float on water, so if there is water around it, it can float",444.0,"459,1,0"
445,445,"Because the friction force is small, it goes forward well",445.0,"460,1,0"
446,446,It is because the boat floats on the water because it becomes buoyant when filled with water,446.0,"461,0,0"
447,447,water,447.0,"462,1,0"
448,448,"This is because if you fill the boat with water, buoyancy causes the boat to float on the water.",448.0,"463,0,0"
449,449,buoyancy,449.0,"464,1,0"
450,450,Flurry up and sleep,450.0,"465,0,0"
451,451,buoyancy,451.0,"466,0,0"
452,452,"I don't know, I want to know.",452.0,"467,1,0"
453,453,buoyancy,453.0,"468,1,0"
454,454,"If you have energy,",454.0,"469,0,0"
455,455,I don't know,455.0,"470,1,0"
456,456,buoyancy,456.0,"471,1,0"
457,457,buoyancy,457.0,"472,1,0"
458,458,I don't know.,458.0,"473,1,0"
459,459,the principle of jumping objects by mixing salt and liquid,459.0,"474,1,0"
460,460,"The liquid-collecting liquid becomes heavier than the pear, so the pear floats",460.0,"475,1,0"
461,461,Because of buoyancy,461.0,"476,1,0"
462,462,Fill the boat with water and push or send wind to one side,462.0,"477,1,0"
463,463,buoyancy,463.0,"478,1,0479,0,0"
464,464,It's heavy,464.0,"480,1,0"
465,465,buoyancy,465.0,"481,1,0"
466,466,It is because the belly floats because of buoyancy.,466.0,"482,1,1"
467,467,Because accidents can happen.,467.0,"483,0,0"
468,468,buoyancy,468.0,"484,0,0"
469,469,I don't know.,469.0,"485,0,0"
470,470,Because of the buoyancy,470.0,"486,1,0"
471,471,I don't know,471.0,"487,1,0"
472,472,Salt,472.0,"488,1,0"
473,473,Charles' law,473.0,"489,1,0"
474,474,It was moved using buoyancy floating on the water.,474.0,"490,1,0"
475,475,The reason why water floats on the water is because it's easy to apply pressure,475.0,"491,0,0"
476,476,"It doesn't decrease in volume, it attaches to the water like a boat",476.0,"492,1,0"
477,477,"It floats because it adheres.""",477.0,"493,0,0"
478,478,"By filling water with buoyancy, the force that causes an object to rise to the surface, the ship has sufficient buoyancy to rise to the surface. By reducing the power to move the ship, it can be easily dragged out to sea.",478.0,"494,1,0"
479,479,"The boat floats by buoyancy, so it is easy to move in the water. That's why you fill it with water and move it.",479.0,"495,0,0"
480,480,"It is related to buoyancy If you fill a heavy boat with water, it will float due to buoyancy, so you can move the boat more easily.",480.0,"496,0,0"
481,481,"It's using buoyancy. Just as we can carry someone much heavier than we are in the water, there is the power to float a really heavy ship on the water. Therefore, it is easy to move around by filling the boat with water.",481.0,"497,0,0"
482,482,"It's using buoyancy. If it is made into a boat shape, the water pushes the boat in the direction of floating and the boat can float.",482.0,"498,1,0"
483,483,"Because the density of a ship becomes less than that of water, it can be easily floated",483.0,"499,1,0"
484,484,To move a ship by filling it with water is to use the principle of buoyancy.,484.0,"500,1,0"
485,485,"When a ship is floated on the water through buoyancy, the ship is relatively lightly attracted. Using this principle, you can move a huge ship with less power.",485.0,"501,1,0"
486,486,"The force that floats an object is called buoyancy. When you fill the surroundings with water, the boat floats on the water due to buoyancy. Then the boat floats on the water, making it easier to move.",486.0,"502,1,0"
487,487,"The fluid surrounding the object can move the ship much more efficiently than just moving it from the bare ground using buoyancy, which is the force that pushes the object up.",487.0,"503,1,0"
488,488,This is because part of the ship is submerged in water and the force and buoyancy of pushing the ship up are generated by filling it with water.,488.0,"504,0,0"
489,489,The force that floats an object is buoyancy. Use buoyancy to move the ship.,489.0,"505,0,0"
490,490,"Buoyancy is the force that lifts an object up above the water. If water is filled around the boat, this force pushes or lifts the boat over the water by buoyancy, which causes the boat to float on the water. If it stays in that state afterwards, it can just drag a huge ship that could be moved to the sea.",490.0,"506,1,0"
491,491,"Water has a buoyancy force that floats other objects. Therefore, if water is filled around the ship, buoyancy will float the ship on the water and it will be much easier to move the ship.",491.0,"507,1,0"
492,492,"When water is filled around the ship, buoyancy, which is the force to float the ship, floats the object.",492.0,"508,1,0509,1,0"
493,493,I think it's because of buoyancy. This is because the frictional force between the object and the water is smaller than that on the ground.,493.0,"510,0,0"
494,494,"When water is filled around the boat, the boat floats due to buoyancy, so the boat can be easily moved.I don't know",494.0,"511,0,0"
495,495,It is much easier to float a ship through buoyancy.,495.0,"512,1,0"
496,496,the principle of floating objects in water,496.0,"513,0,0"
497,497,It used the principle of buoyancy to float heavy objects.,497.0,"514,0,0"
498,498,buoyancy,498.0,"515,1,0"
499,499,It's because water has buoyancy.,499.0,"516,1,0"
500,500,46875676548,500.0,"517,1,0"
501,501,buoyancy,501.0,"518,1,0"
502,502,I don't know.,502.0,"519,1,0"
503,503,using the principle of buoyancy,503.0,"520,1,0"
504,504,the solar calendar,504.0,"521,1,0"
505,505,"""The buoyancy may cause your stomach to go out",505.0,"522,1,0"
506,506,"""",506.0,"523,1,0"
507,507,"Moving a ship by filling it with water is a reduction in friction force. By filling the water first, the friction force is much smaller than pulling it off the ground, so the ship can be moved with less force.",507.0,"524,0,0"
508,508,principle of buoyancy,508.0,"525,1,0"
509,509,I think I used buoyancy.,509.0,"526,0,0"
510,510,"The ship floats on the principle of buoyancy, so water can be easily moved.",510.0,"527,1,0"
511,511,buoyancy,511.0,"528,0,0"
512,512,"The ship floats on the principle of buoyancy, so water can be easily moved.",512.0,"529,1,0"
513,513,Use the principle of buoyancy to move a boat in the water,513.0,"530,0,0"
514,514,"When rain, wind, or strong winds come, the strength of the rope is pulled when tied to the ship.",514.0,"531,0,0"
515,515,"If you go to the shipyard, I think the people there will tell you well^^",515.0,"532,0,0"
516,516,It is the principle of buoyancy.,516.0,"533,0,0"
517,517,It uses the principle of buoyancy.,517.0,"534,0,0"
518,518,buoyancy,518.0,"535,1,0"
519,519,be the principle of buoyancy,519.0,"536,1,0"
520,520,You have to put water in to move well because of the weight.,520.0,"537,1,0"
521,521,M and D,521.0,"538,0,0539,1,0"
522,522,I think I used buoyancy.,522.0,"540,0,0"
523,523,I don't know.,523.0,"541,1,0"
524,524,I don't know,524.0,"542,1,0"
525,525,"When water is filled, the ship floats on the water due to the principle of buoyancy, and when it floats, it is easier to move.",525.0,"543,0,0"
526,526,"When the boat is filled with water, the buoyancy of the boat's float acts and the boat moves to the sea",526.0,"544,0,0"
527,527,"Using the principle of buoyancy, lift the boat slightly and push it away",527.0,"545,0,0"
528,528,This is because using buoyancy reduces the force to lift objects.,528.0,"546,1,0"
529,529,the force of buoyancy,529.0,"547,0,0"
530,530,It is made easier to move by using buoyancy.,530.0,"548,1,0"
531,531,"When Archimedes entered the bath with buoyancy in the old days, he saw the water overflowing and shouted Eureka!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Because the weight of the buoyancy principle in the water doesn't weigh much. That's right.",531.0,"549,1,0"
532,532,"With the help of buoyancy, the water can move the boat with less force.",532.0,"550,0,0"
533,533,It would be to use the principle of buoyancy to have the power to float a ship.,533.0,"551,1,0"
534,534,"""",534.0,"552,1,0"
535,535,Water is everything.,535.0,"553,1,0"
536,536,Float a boat using the principle of buoyancy with water.,536.0,"554,1,0"
537,537,I don't know.,537.0,"555,1,0"
538,538,The principle of buoyancy allows a ship to float on water.,538.0,"556,1,0"
539,539,This is because adding water to the ship to make it heavier can exert a greater buoyancy force greater.,539.0,"557,1,0"
540,540,float a ship with water to make it easier to move,540.0,"558,0,0"
541,541,the power to push,541.0,"559,1,0"
542,542,Use gravity to transfer.,542.0,"560,1,0"
543,543,buoyancy power,543.0,"561,1,0"
544,544,I'm sorry. I'm not good at science. I don't know,544.0,"562,1,0"
545,545,It seems to have used the principle of science that makes it easy to float objects when you fill the boat with water.,545.0,"563,1,0"
546,546,"If water is filled with caution, the boat floats relatively well due to buoyancy.",546.0,"564,1,0"
547,547,buoyancy,547.0,"565,1,0"
548,548,buoyancy,548.0,"566,1,0"
549,549,the power to push,549.0,"567,1,0"
550,550,It's the principle of buoyancy,550.0,"568,1,0569,1,0"
551,551,I don't know,551.0,"570,1,0"
552,552,buoyancy,552.0,"571,1,0"
553,553,be due to buoyancy,553.0,"572,1,0"
554,554,It's air,554.0,"573,1,0"
555,555,Ha ha.,555.0,"574,0,0"
556,556,I don't know.,556.0,"575,1,0"
557,557,"If you fill the boat with water, the boat floats due to the principle of buoyancy, so you can easily move the boat.",557.0,"576,1,0"
558,558,It's a push,558.0,"577,1,0"
559,559,"If the volume of an object is greater than a certain weight, the belly floats, which uses the principle of buoyancy",559.0,"578,1,0"
560,560,It's buoyancy. Maybe that's all I know,560.0,"579,1,0"
561,561,"A ship floats on water, so it is much better to float and move than to move it on the ground",561.0,"580,1,0"
562,562,Floating a heavy ship through buoyancy.,562.0,"581,1,0"
563,563,Lift and move heavy boats through buoyancy.,563.0,"582,0,0"
564,564,Lift and move heavy boats through buoyancy.,564.0,"583,1,0"
565,565,The force of the surrounding fluid to lift an object up is called buoyancy. So add water to strengthen the buoyancy and let the boat in.,565.0,"584,0,0"
566,566,"Using the principle of buoyancy, the ship was floated.",566.0,"585,1,0"
567,567,"The ship floats by buoyancy. Since boats cannot travel on land and travel in water, if you fill the boat with water, the boat floats in the water with buoyancy, so it can be easily moved.",567.0,"586,1,0"
568,568,"When the boat is filled with water, it floats by the parallel force of gravity, which is the force pulling downward, and buoyancy, which is the force pushing it above the water when it is in water.",568.0,"587,1,0"
569,569,"If you pull the boat from the bottom, it is hard to push the weight of the boat because of friction, so if you fill it with water, you don't have to use buoyancy to float the boat on the water and put the force of friction",569.0,"588,1,0"
570,570,"When water is filled around the ship, it moves the boat using buoyancy, the force that objects (low density) float on the water.",570.0,"589,0,0"
571,571,"A ship is a means of transportation that floats on a river or sea. The principle of a ship is to float using buoyancy that floats on the water, and if you fill the surroundings with water to use that force, the ship can float and move using a propeller.",571.0,"590,1,0"
572,572,This is because the boat floats on the water due to buoyancy.,572.0,"591,1,0"
573,573,"If a large ship is simply on the ground without any force, there will be no way to move it. But we can apply the principles of science to real life. That is buoyancy. The boat was originally designed to float in the water and follow the waterway, so if you fill the boat with water, the boat floats according to buoyancy and becomes easier to move around, so you fill it with water",573.0,"592,1,0"
574,574,"An object immersed in a fluid such as water or air uses buoyancy, which is a force received from the fluid in the opposite direction to gravity.",574.0,"593,1,0"
575,575,The force that the fluid around the object raises the object up is called buoyancy. The buoyancy can be used to pull the boat up.,575.0,"594,0,0"
576,576,A ship is a means of transportation designed to float on water. It is naturally acceptable to move around the ship with water. There is no need to use floating buoyancy to make the boat float on the water by itself and move it to a crane.,576.0,"595,0,0"
577,577,"When water rises around the ship, the ship rises above the water by buoyancy. The reason why a ship rises above the water is that the ship is filled with air, which is lighter than water, so even if the ship is heavier than water, the ship rises by the force of the air in the ship to rise above the water.",577.0,"596,1,0"
578,578,"The ship itself is very heavy, but it can be easily moved using the principle of buoyancy that a ship smaller in density than water floats on water.",578.0,"597,1,0"
579,579,"If the boat is dragged unfilled with water, friction with the floor occurs, but if the boat is filled with water, buoyancy that receives force from the fluid in an upward direction opposite to gravity can be used.",579.0,"598,0,0599,1,0"
580,580,"The buoyancy separates the boat from the floor as it floats in the water, making it easier to move heavy boats.",580.0,"600,1,0"
581,581,"The following is related to buoyancy, and when the boat is filled with water around the boat, the boat is partially submerged in water and the buoyancy, which is the force that pushes it upward, acts on the boat.",581.0,"601,1,0"
582,582,"""As much as the pressure difference in the direction of gravity on the ship above water, the force to push the ship upward",582.0,"602,1,0"
583,583,"It exists. The greater the force of gravity on an object, the greater the buoyancy. You can use it to float a heavy ship.""",583.0,"603,1,0"
584,584,"An object floats a boat on water using buoyancy. If that happens, it can be moved more easily than just moving it.",584.0,"604,0,0"
585,585,"An object submerged in a fluid, such as a gas or liquid, is subjected to a force called buoyancy in the opposite direction of the earth. In other words, the reason why a ship can rise is because of buoyancy, and as the above fingerprint, filling the water around the ship increases the number of submerged objects, the buoyancy becomes stronger, so that the ship can rise more easily.",585.0,"605,1,0"
586,586,"""A ship is generally a means of transportation to pass through the sea or river, which is less dense than water",586.0,"606,0,0"
587,587,"have the property of floating in water When we move heavy objects, we put wheels on them",587.0,"607,0,0"
588,588,"If you fill the boat with water around it, it will float less and less",588.0,"608,1,0"
589,589,"You can move a ship by force.""",589.0,"609,1,0"
590,590,"The ship uses buoyancy to float on the sea. Buoyancy refers to the force that an object receives from a fluid in an upward direction opposite to gravity in a fluid such as water or air. If water is filled around the ship, buoyancy will act on the ship and float upward, so it will be easy to move the ship.",590.0,"610,0,0"
591,591,"By filling the ship with water around it, the buoyancy of the ship causes the ship to float in the water. In addition to the principle of buoyancy, the principle of frictional force was used that when a ship is floating in water, the friction force is less than when it is in contact with the floor.",591.0,"611,1,0"
592,592,"The power used by shipyards to move ships is buoyancy. Buoyancy is the force to push an object upward by the pressure difference in the direction of gravity on the upper and lower surfaces of a particular object (solid, liquid, or gaseous mass) submerged in a fluid. Due to this pressure difference, the object stops at a height at which the force to push upward is equal to the weight of the object.Through this principle, the shipyard can drag the ship to the sea without having to lift the ship directly.",592.0,"612,1,0"
593,593,"An object submerged in a fluid, such as water or air, receives a force from the fluid in an upward direction opposite to gravity, which is called buoyancy. The above principle is the use of buoyancy. When water is filled around the boat, buoyancy, which is the force that pushes it upward, acts and makes the boat float easily.Since the buoyancy of the ship and the water is stronger than the buoyancy between the ship and the air, the ship can float on the water, so fill the dry dock with water to match the level of the sea level, and open the door of the song to move the ship to the sea.",593.0,"613,1,0"
594,594,This is because they used the principle of buoyancy.,594.0,"614,1,0"
595,595,"If there's water around your stomach, you can move it more easily if you let it flow",595.0,"615,0,0"
596,596,The answer lies in Raftel. I left everything in the world there...,596.0,"616,1,0"
597,597,The ship floats by the principle of buoyancy.,597.0,"617,1,0"
598,598,Ha ha ha ha.,598.0,"618,1,0"
599,599,It uses the principle of buoyancy.,599.0,"619,1,0"
600,600,It is to use buoyancy to float the ship so that it can be easily moved.,600.0,"620,1,0"
601,601,"The ship pushes the water away, and that much water power floats the ship.",601.0,"621,1,0"
602,602,"""It's buoyancy",602.0,"622,1,0"
603,603,"""",603.0,"623,1,0"
604,604,"This is because the water around the ship weakens the frictional force, making it easier for heavy ships to move.",604.0,"624,1,0"
605,605,A boat floats on the water by buoyancy,605.0,"625,1,0"
606,606,"There is a huge air tank in a huge ship. When water is filled around the boat, buoyancy acts on it, causing the boat to float above the water. When it rises above the water, it can be easily moved using the ship's motor.",606.0,"626,0,0"
607,607,It is much easier to take with you because of buoyancy caused by water,607.0,"627,1,0"
608,608,"If you fill your stomach with water, you can easily move it by floating it in water.",608.0,"628,1,0629,1,0"
609,609,The air in the ship is smaller than water.,609.0,"630,1,0"
610,610,It is to carry a heavy boat by water.,610.0,"631,1,0"
611,611,The water is jumping,611.0,"632,1,0"
612,612,The ship makes the base light enough for the water to float and rides,612.0,"633,0,0"
613,613,The weight of air in a ship is less than that of water,613.0,"634,1,0"
614,614,"The principle of floating a ship is the principle of buoyancy. Buoyancy means the force that floats, more specifically, the force that the weight of the fluid acts as a force and acts in the opposite direction to the original weight. But the idea of weight is gravity, so that means that the force acts in the opposite direction to the direction of gravity. So this large boat can also float on water through the principle of buoyancy.",614.0,"635,1,0"
615,615,"The frictional force with water is much smaller than the friction force between the ship and the floor, so it is easy to move, and the influence of gravity is offset by buoyancy, so it may be easily moved.",615.0,"636,1,0"
616,616,It uses the principle of buoyancy.,616.0,"637,1,0"
617,617,Floating a ship through buoyancy.,617.0,"638,1,0"
618,618,"Using the difference in buoyancy and density between the two densities, a low-density material floats on high-density water.",618.0,"639,1,0"
619,619,An object can move due to buoyancy.,619.0,"640,1,0"
620,620,The buoyancy of the ship,620.0,"641,1,0"
621,621,1,621.0,"642,1,0"
622,622,"A force called buoyancy acts, and water floats the boat, so it can be transferred with a small force.",622.0,"643,1,0"
623,623,buoyancy,623.0,"644,0,0"
624,624,"Boiling with buoyancy, which is the power of water to support the ship.",624.0,"645,0,0"
625,625,"Because the boat is buoyed by water, it can be moved with less force.",625.0,"646,1,0"
626,626,It's buoyancy.,626.0,"647,0,0"
627,627,The balance of power in the water causes the boat to float in the water.This is called supplementary.,627.0,"648,1,0"
628,628,buoyancy,628.0,"649,1,0"
629,629,buoyancy,629.0,"650,0,0"
630,630,.,630.0,"651,0,0"
631,631,Use buoyancy. This is because the water pushes the ship away.,631.0,"652,1,0"
632,632,Use the buoyancy of water to reduce vertical drag,632.0,"653,1,0"
633,633,"Buoyancy and water have a force to float the ship, so it can be moved with less force due to less friction.",633.0,"654,0,0"
634,634,It's buoyancy. It's the force that pushes an object toward the surface of the water because the pressure increases as the water gets deeper.,634.0,"655,1,0"
635,635,the floating of buoyancy,635.0,"656,1,0"
636,636,It's buoyancy.,636.0,"657,1,0"
637,637,buoyancy,637.0,"658,1,0659,1,0"
638,638,"Use buoyancy to float, reduce friction, and drag.",638.0,"660,1,0"
639,639,It is to move the ship using the buoyancy that the water supports the ship.,639.0,"661,1,0"
640,640,buoyancy,640.0,"662,1,0"
641,641,Eliminates friction,641.0,"663,1,0"
642,642,buoyancy,642.0,"664,1,0"
643,643,the principle of buoyancy,643.0,"665,1,0"
644,644,buoyancy,644.0,"666,1,0"
645,645,"A ship floats by buoyancy. Therefore, float it in water and move it.",645.0,"667,1,0"
646,646,"It uses the principle of buoyancy. When a ship is submerged, the volume of water corresponding to its submerged volume pushes the ship in all directions, and the force in the direction of floating the ship acts, allowing it to move lighter than when there is no water",646.0,"668,1,0"
647,647,buoyancy,647.0,"669,0,0"
648,648,"When water is filled around the ship, buoyancy, which is the force of water to lift the ship, can be applied to move the ship easily.",648.0,"670,1,0"
649,649,I used buoyancy. A ship floats due to a difference in density over the water.,649.0,"671,0,0"
650,650,"Use buoyancy. As much as the ship presses the water, the water pushes the ship away, so the ship is floated by its force.",650.0,"672,1,0"
651,651,"The boat can be moved by buoyancy, the force that floats objects in water.",651.0,"673,0,0"
652,652,I used the principle of buoyancy,652.0,"674,1,0"
653,653,"When a rigid body enters a fluid, it will use the principle of buoyancy, which is the force that a solid rises as much as its volume.",653.0,"675,1,0"
654,654,"If you fill the boat with water, it is easy for the boat to move on top of the water due to buoyancy",654.0,"676,1,0"
655,655,buoyancy,655.0,"677,1,0"
656,656,the principle of buoyancy,656.0,"678,1,0"
657,657,It is the principle of using buoyancy to pull a ship.,657.0,"679,1,0"
658,658,buoyancy,658.0,"680,1,0"
659,659,It's using scientific principles.,659.0,"681,1,0"
660,660,I don't know. Is it buoyancy?,660.0,"682,1,0"
661,661,"If you fill the surroundings with water, the boat floats.",661.0,"683,1,0"
662,662,"The floodgates are installed and the water is drained during repair, and when the floodgates are opened, they are filled with water and floated with buoyancy.",662.0,"684,1,0"
663,663,buoyancy,663.0,"685,1,0"
664,664,"When filled with water, the boat floats and buoyancy acts, making it much easier to move.",664.0,"686,1,0"
665,665,I don't know,665.0,"687,1,0"
666,666,I don't know,666.0,"688,1,0689,1,0"
667,667,I used the principle of buoyancy.,667.0,"690,1,0"
668,668,We used the principle that ships would float on water.,668.0,"691,1,0"
669,669,"When repairing a ship using a sluice gate, remove the water and when the ship needs to be moved after the repair, add water to float the ship with buoyancy",669.0,"692,0,0"
670,670,buoyancy,670.0,"693,1,0"
671,671,Use buoyancy to float the boat in the water.,671.0,"694,1,0"
672,672,"By filling the ship with water, the action of buoyancy, which is the force that floats objects, is greatly increased, so the ship can be easily lengthened.",672.0,"695,1,0"
673,673,Buoyancy something,673.0,"696,1,0"
674,674,Use buoyancy to float and move the boat by the force of water.,674.0,"697,1,0"
675,675,buoyancy,675.0,"698,1,0"
676,676,float by buoyancy,676.0,"699,1,0"
677,677,use buoyancy,677.0,"700,1,0"
678,678,It's using buoyancy.,678.0,"701,1,0"
679,679,buoyancy,679.0,"702,1,0"
680,680,buoyancy and pushing power,680.0,"703,0,0"
681,681,float a ship with buoyancy,681.0,"704,1,0"
682,682,buoyancy,682.0,"705,1,0"
683,683,Use water to float and move objects.,683.0,"706,0,0"
684,684,"The water floats the boat, so it can be moved a little easily.",684.0,"707,1,0"
685,685,"Buoyancy, I don't know because I don't do physics.",685.0,"708,0,0"
686,686,"The ship floats in the water, so it seems to have used the principle of density.",686.0,"709,1,0"
687,687,Buoyancy and water make it easy to move by making the mass of an object pulled by gravity close to zero gravity.,687.0,"710,1,0"
688,688,.,688.0,"711,0,0"
689,689,"Using buoyancy, I want to move objects with even a little less effort.",689.0,"712,0,0"
690,690,It can be easily moved through water by the buoyancy force that floats the object.,690.0,"713,1,0"
691,691,"When the boat is filled with water, the boat floats on the water using buoyancy.",691.0,"714,1,0"
692,692,"On water, buoyancy, a floating force, can move heavy objects with less force.In a fluid with a smaller density than that object, a buoyancy force occurs that floats upward.",692.0,"715,1,0"
693,693,The buoyancy of floating water is used to allow the boat to float in water.,693.0,"716,0,0"
694,694,"If you fill the boat with water, the boat floats due to buoyancy, so it will be much easier to float and move the boat than to move it from the ground.",694.0,"717,1,0"
695,695,It uses the principle of buoyancy.,695.0,"718,0,0719,1,0"
696,696,"The force that floats an object is called buoyancy, and buoyancy is the force that a fluid, such as water or air, is submerged in an object that is subjected to a force as a fluid in an upward direction opposite to gravity. Therefore, the principle of buoyancy is used because it is more efficient to use buoyancy to float the ship and drag it out to the sea than to drag the ship from the ground without water.",696.0,"720,1,0"
697,697,Buoyancy makes the boat lighter when it floats.,697.0,"721,1,0"
698,698,"The ship has buoyancy to float on the water. Therefore, if you fill the boat with a lot of water, it will be easy to move it from the ground slightly by the buoyancy of the boat.",698.0,"722,1,0"
699,699,The principle of buoyancy is that a ship can float. It can be said that water is the power to support the ship.,699.0,"723,1,0"
700,700,"It uses the principle of buoyancy that objects float in water, and when water is filled around the ship, the ship floats in water, making it easier to move (the ship) to the sea.",700.0,"724,1,0"
701,701,"The force that floats an object is called buoyancy. Buoyancy is the force to push an object upward as much as the pressure difference in the direction of gravity on the upper and lower surfaces of a specific object submerged in a fluid. Due to this pressure difference, the object stops at a height at which the force to push upward is equal to the weight of the object. For this reason, a locked object sinks when it is denser than a liquid. Conversely, if an object is less dense than a liquid or shaped into a particular shape, such as a ship above it, the object floats by force.",701.0,"725,0,0"
702,702,"It's using buoyancy. As much as the volume of the ship, the water will float the ship above the water, and using this force, it will be able to move the ship to the defense.",702.0,"726,1,0"
703,703,"If you fill the boat with water, the boat's submerged volume increases. The ship needs less force to move because it pushes out as much water as its submerged volume and receives buoyancy such as its pushed weight.",703.0,"727,0,0"
704,704,"This is because when water is filled around the ship, buoyancy acts on the ship and floats on the water.",704.0,"728,0,0"
705,705,"When water is filled around the ship, buoyancy, which is the force of water to lift objects, causes the buoyancy to float the ship against gravity. Just as it is easier for us to push an object on the water than it is to push an object on the ground, if we fill the boat with water around it, the boat will float on the water and consequently become more mobile.",705.0,"729,1,0"
706,706,This is because the water floats on the water using buoyancy that pushes the ship up.,706.0,"730,1,0"
707,707,"This is because when the boat is filled with water, a part of the boat is submerged in water and floats.",707.0,"731,1,0"
708,708,"If the boat is filled with water, it can be easily moved. The reason is that buoyancy, the power to float the ship, was applied. The boat will be able to move much more easily than before because some of it is submerged and floated upward.",708.0,"732,1,0"
